Brand,Model,Size_in,Throat_in,Diameter_mm,Z_ohm,Re_ohm,Le_mH,Bl_Tm,Sd_cm2,Mms_g,Mmd_g,Cms_mm_per_N,Vas_L,Fs_Hz,Qms,Qes,Qts,Rms_kg_per_s,Xmax_mm,Power_W,Sensitivity_dB,XO_min_Hz,Freq_low_Hz,Source_URL
B&C,18NBX100-4-4pack,,,,,,,,,,,,,,,,,,,,,,,
B&C,18NW100,18.0,,,4.0,3.7,1.7,24.7,1210,244.0,,,203.5,30.0,6.2,0.28,0.27,,9.0,2400,95.0,,,
B&C,18NW100,18.0,,,8.0,5.1,1.7,28.0,1210,211.0,,,252.0,31.0,4.2,0.27,0.26,,9.0,2400,98.0,,,
B&C,18PS100,18.0,,,4.0,3.8,1.35,20.0,1210,239.0,,,251.0,30.0,9.1,0.42,0.4,,7.0,1400,94.0,,,
B&C,18PS100,18.0,,,8.0,5.3,2.1,22.5,1210,202.0,,,245.0,30.0,4.6,0.41,0.39,,8.0,1400,95.5,,,
B&C,18PS100-4-4pack,,,,,,,,,,,,,,,,,,,,,,,
B&C,18PS46,18.0,,,8.0,,,,,,,,,,,,,,,,,,,
B&C,18PS76,18.0,,,8.0,5.0,1.9,25.8,1210,149.0,,,207.0,39.0,6.1,0.29,0.27,,7.0,1200,99.0,,,
B&C,18PWB46,18.0,,,8.0,,,,,,,,,,,,,,,,,,,
B&C,18PZB100,18.0,,,4.0,4.0,1.25,25.0,1134,190.0,,,164.0,38.0,6.1,0.29,0.28,,8.0,1400,96.5,,,
B&C,18PZB100,18.0,,,8.0,5.3,2.1,26.0,1134,170.0,,,297.0,30.0,8.8,0.25,0.24,,8.0,1400,97.0,,,
B&C,18PZB46,18.0,,,8.0,,,,,,,,,,,,,,,,,,,
B&C,18PZW100,18.0,,,8.0,5.1,1.58,25.5,1210,209.0,,,186.0,37.0,7.9,0.38,0.36,,8.0,2000,97.6,,,
B&C,18RBX100,18.0,,,4.0,3.5,1.2,22.0,1225,210.0,,,136.0,42.0,8.0,0.41,0.4,,10.0,2000,97.0,,,
B&C,18RBX100,18.0,,,8.0,5.1,1.5,25.1,1225,199.0,,,220.0,40.0,7.3,0.36,0.34,,10.0,2000,97.0,,,
B&C,18RS115,18.0,,,8.0,4.5,5.1,40.0,1210,391.0,,,125.0,33.0,9.0,0.23,0.22,,23.5,4000,97.4,,,
B&C,18RXB,18.0,,,8.0,,,,,,,,,,,,,,,,,,,
B&C,18SW100,18.0,,,4.0,3.2,1.52,22.0,1210,244.0,,,160.0,36.0,5.91,0.4,0.36,,12.5,3000,96.0,,,
B&C,18SW100,18.0,,,8.0,5.3,2.2,26.1,1210,234.0,,,180.0,35.0,5.9,0.4,0.38,,12.5,3000,97.0,,,
B&C,18SW100-4-4pack,,,,,,,,,,,,,,,,,,,,,,,
B&C,18SW115,18.0,,,4.0,3.3,1.36,26.0,1210,304.0,,,149.1,34.0,6.1,0.31,0.3,,14.0,3400,96.0,,,
B&C,18SW115,18.0,,,8.0,5.3,1.9,30.3,1210,275.0,,,187.0,32.0,5.6,0.32,0.3,,14.0,3400,97.0,,,
B&C,18TBW100,18.0,,,4.0,3.2,1.64,22.8,1210,268.0,,,181.5,33.0,6.23,0.34,0.32,,12.0,3000,96.0,,,
B&C,18TBW100,18.0,,,8.0,5.3,2.45,26.4,1210,245.0,,,175.0,35.0,8.0,0.41,0.39,,12.0,3000,96.0,,,
B&C,18TBX100,18.0,,,4.0,3.7,1.73,22.0,1210,230.0,,,256.0,30.0,7.0,0.33,0.31,,9.0,2400,94.0,,,
B&C,18TBX100,18.0,,,8.0,5.1,1.6,25.5,1210,209.0,,,212.0,34.0,7.2,0.37,0.35,,9.0,2400,97.0,,,
B&C,18TBX46,18.0,,,8.0,,,,,,,,,,,,,,,,,,,
B&C,18XM2400,18.0,,,8.0,5.1,1.6,25.5,1210,209.0,,,212.0,34.0,7.2,0.37,0.35,,9.0,2400,98.0,,,
B&C,18XM3000,18.0,,,8.0,5.3,2.45,26.4,1210,245.0,,,175.0,35.0,8.0,0.41,0.39,,12.0,3000,96.0,,,
B&C,19RS115,19.0,,,8.0,4.6,4.1,42.0,1450,447.0,,,197.0,29.0,6.2,0.21,0.2,,23.5,4000,96.7,,,
B&C,21DS115,21.0,,,4.0,2.1,2.3,28.6,1620,409.0,,,219.0,32.0,9.8,0.22,0.21,,15.0,3400,100.0,,,
B&C,21DS115,21.0,,,8.0,5.1,4.9,39.3,1620,404.0,,,204.0,34.0,10.2,0.28,0.27,,16.5,3400,99.0,,,
B&C,21IPAL,21.0,,,1.0,0.7,0.5,19.1,1680,487.0,,,155.0,37.0,4.9,0.22,0.21,,22.0,5000,99.0,,,
B&C,21SW115,21.0,,,4.0,3.6,1.7,24.8,1680,335.0,,,278.0,33.0,7.7,0.37,0.36,,14.0,3400,97.0,,,
B&C,21SW115,21.0,,,8.0,5.4,2.1,30.1,1680,342.0,,,318.0,30.0,10.9,0.39,0.37,,14.0,3400,97.0,,,
B&C,21SW150,21.0,,,4.0,3.0,1.3,32.6,1680,494.0,,,254.0,29.0,8.1,0.27,0.26,,15.0,3000,95.0,,,
B&C,21SW152,21.0,,,4.0,3.3,1.5,32.5,1680,460.0,,,200.0,32.0,7.0,0.31,0.3,,15.0,4000,96.0,,,
B&C,21SW152,21.0,,,8.0,6.0,2.2,39.0,1680,450.0,,,200.0,32.0,6.4,0.38,0.36,,15.0,4000,96.0,,,
B&C,250AMX,10.0,,,8.0,,,,,,,,,,,,,,,,,,,
B&C,320AMX,12.0,,,8.0,,,,,,,,,,,,,,,,,,,
B&C,320K/C-A,12.0,,,8.0,5.4,1.1,12.2,522.0,27.0,,,53.0,82.0,13.3,0.52,0.5,,2.0,120.0,101.0,,,
B&C,320K/C-A,12.0,,,16.0,12.0,2.2,16.8,522,28.0,,,52.0,82.0,14.0,0.61,0.59,,2.0,240,100.0,,,
B&C,400AMX,15.0,,,8.0,,,,,,,,,,,,,,,,,,,
B&C,4NDF34,4.0,,,8.0,5.5,0.23,9,57,6.1,,,1.6,110,4.2,0.28,0.27,,3.8,200,92,,,
B&C,4NDS34,4.0,,,8.0,5.5,0.21,8.8,57,7.2,,,2.6,79,8.5,0.25,0.24,,3.8,200,89,,,
B&C,5FG44,5.0,,,8.0,5.8,0.8,10,95,12,,,6.3,63,10,0.3,0.27,,3,200,92,,,
B&C,5FG44,5.0,,,16.0,11.1,0.8,11.6,92,12,,,5.1,70,10.5,0.4,0.39,,3,200,90,,,
B&C,5MDN38,5.0,,,8.0,5.5,0.4,11.1,95,8,,,1.4,175,2.3,0.36,0.31,,3.5,180,97,,,
B&C,5MDN38,5.0,,,16.0,11.7,0.7,15,95,8,,,0.8,230,3,0.57,0.48,,3.5,200,96,,,
B&C,5NDL38,5.0,,,8.0,5.5,0.64,9.2,95,11,,,4.3,80,9.2,0.37,0.36,,3.5,180,91,,,
B&C,5NSM38,5.0,,,8.0,5.3,0.15,10.1,95,9,,,0.3,300,4.1,0.99,0.79,,2.2,220,99,,,
B&C,5NSM38,5.0,,,16.0,9.3,0.2,11.7,95,8.6,,,0.4,320,4.5,1.18,0.94,,2.2,220,99,,,
B&C,6CLA51,6.5,,,8.0,5,0.9,11.4,132,15,,,4.3,96,2.9,0.36,0.32,,4.8,500,94.5,,,
B&C,6CLA51,6.5,,,16.0,9.7,1.25,12.8,132,14,,,5.7,89,3.9,0.46,0.41,,5.5,500,93.5,,,
B&C,6MBX44,6.5,,,8.0,5.4,0.2,11.7,132,12,,,4.1,113,3.9,0.34,0.31,,3.5,400,98,,,
B&C,6MBX44,6.5,,,16.0,10.4,0.34,14.7,132,12,,,4,115,2.9,0.41,0.35,,3.5,400,98,,,
B&C,6MD38,6.5,,,8.0,5.7,0.25,10.5,132,12,,,3,130,3.7,0.49,0.44,,2,240,96,,,
B&C,6MD38,6.5,,,16.0,11.7,0.4,14.5,132,11,,,2.3,150,2.8,0.61,0.5,,3.5,240,95,,,
B&C,6MDN44,6.5,,,8.0,5.4,0.47,11,132,11,,,2.7,140,2.8,0.46,0.4,,2.5,400,96.5,,,
B&C,6MDN44,6.5,,,16.0,11.8,0.56,14.5,132,12,,,2.8,138,3,0.56,0.47,,3,400,97,,,
B&C,6NDL38,6.5,,,4.0,3.1,0.4,7.8,132,18,,,7.1,69,10.05,0.4,0.39,,6,300,91,,,
B&C,6NDL38,6.5,,,8.0,5.2,0.6,9.5,132,17,,,7,72,11.5,0.44,0.42,,6,300,92,,,
B&C,6NDL38,6.5,,,16.0,11.3,1,11.7,132,15,,,8.9,70,10.29,0.53,0.5,,6,300,93,,,
B&C,6NDL44,6.5,,,8.0,,,,,,,,,,,,,,,,,,,
B&C,6NSM51,6.5,,,8.0,5.4,0.15,13.9,143,13.5,,,0.7,280,5.4,0.68,0.6,,2.8,500,100,,,
B&C,6PE13,6.5,,,8.0,,,,,,,,,,,,,,,,,,,
B&C,6PEV13,6.5,,,8.0,5.2,0.6,8.2,132,6,,,6,126,4.6,0.39,0.36,,2.5,240,99,,,
B&C,6PS38,6.5,,,8.0,5.4,0.6,10.8,132,14,,,8,75,11.7,0.31,0.3,,6,300,94,,,
B&C,6PS44,6.5,,,8.0,5.3,0.7,11,132,18,,,7,71,12.5,0.34,0.33,,4.5,400,93,,,
B&C,6XT13,6.5,,,8.0,,,,,,,,,,,,,,,,,,,
B&C,8BG51,8.0,,,8.0,5.1,0.5,11.8,220,35.0,,,18.0,52.0,12.3,0.42,0.4,,6.5,500,92.0,,,
B&C,8CL51,8.0,,,8.0,5.1,0.5,12.0,220,29.0,,,12.5,69.0,5.6,0.44,0.41,,6.5,400,94.0,,,
B&C,8CL51,8.0,,,16.0,10.1,0.9,16.1,220,26.0,,,9.5,83.0,8.9,0.54,0.51,,6.0,400,94.0,,,
B&C,8CLA64,8.0,,,8.0,5.6,1.0,16.4,220,27.0,,,12.5,71.0,7.3,0.25,0.24,,5.3,500,96.0,,,
B&C,8FG51,8.0,,,8.0,5.1,0.5,12.9,220,35.0,,,20.0,49.0,9.0,0.34,0.32,,6.5,500,93.0,,,
B&C,8FG64,8.0,,,8.0,5.8,1.7,15.8,220,41.0,,,15.0,51.0,10.1,0.32,0.31,,7.0,600,92.0,,,
B&C,8FG64,8.0,,,16.0,11.9,2.9,16.8,220,36.0,,,16.9,53.0,9.33,0.37,0.35,,7.5,600,92.0,,,
B&C,8FMB51,8.0,,,8.0,4.7,0.48,11.3,227,20.2,,,20.7,67.0,3.07,0.31,0.28,,5.5,500,96.5,,,
B&C,8FMB51,8.0,,,16.0,9.8,0.83,13.73,227,19.7,,,20.5,68.0,4.1,0.43,0.39,,5.5,500,96.0,,,
B&C,8FW51,8.0,,,8.0,5.2,0.56,17.7,220,27.0,,,12.0,74.0,9.3,0.21,0.21,,6.0,400,97.0,,,
B&C,8MBX51,8.0,,,8.0,4.9,0.4,11.4,220,20.0,,,23.0,60.0,5.6,0.31,0.29,,6.0,400,96.5,,,
B&C,8MBX51,8.0,,,16.0,10.2,0.65,13.7,220,18.4,,,22.0,68.0,3.3,0.43,0.38,,6.0,400,97.0,,,
B&C,8MDN51,8.0,,,8.0,5.1,0.8,15.3,220,23.0,,,16.0,70.0,3.7,0.21,0.2,,6.0,400,97.0,,,
B&C,8MDN51,8.0,,,16.0,10.0,1.25,17.8,220,22.0,,,17.5,68.0,5.2,0.29,0.27,,6.0,400,97.0,,,
B&C,8NDL51,8.0,,,4.0,2.6,0.15,7.3,220,27.0,,,10.1,75.0,5.22,0.64,0.57,,7.0,400,94.0,,,
B&C,8NDL51,8.0,,,8.0,5.3,0.5,12.4,220,28.0,,,14.0,66.0,3.6,0.41,0.37,,7.0,400,94.0,,,
B&C,8NDL51,8.0,,,16.0,10.6,0.6,15.2,220,26.0,,,13.4,70.0,5.88,0.51,0.47,,7.0,400,94.0,,,
B&C,8NDL518OhmsB-Stock,,,,,,,,,,,,,,,,,,,,,,,
B&C,8NDL64,8.0,,,8.0,5.4,0.62,17.5,220,28.0,,,9.6,80.0,10.91,0.25,0.25,,4.5,700,97.0,,,
B&C,8NDL64,8.0,,,16.0,11.2,1.03,24.0,220,27.0,,,11.8,73.0,6.8,0.25,0.24,,4.5,700,97.0,,,
B&C,8NSM64,8.0,,,8.0,5.7,0.6,22.0,220,19.0,,,1.5,245.0,9.3,0.35,0.34,,2.0,500,100.0,,,
B&C,8NSM64,8.0,,,16.0,10.9,1.9,28.0,220,19.0,,,1.5,245.0,10.2,0.45,0.43,,2.0,500,100.0,,,
B&C,8NW51,8.0,,,4.0,2.5,0.2,11.2,220,27.0,,,10.6,76.0,5.3,0.26,0.25,,6.0,400,97.0,,,
B&C,8NW51,8.0,,,8.0,5.2,0.4,18.9,220,28.0,,,11.0,74.0,2.7,0.19,0.17,,6.0,400,96.5,,,
B&C,8NW51,8.0,,,16.0,10.7,0.4,23.0,220,27.0,,,14.0,68.0,6.3,0.23,0.22,,7.0,400,97.0,,,
B&C,8PE21,8.0,,,8.0,5.6,0.5,16.6,220,18.0,,,13.0,87.0,3.8,0.2,0.19,,2.5,400,98.0,,,
B&C,8PL21,8.0,,,8.0,,,,,,,,,,,,,,,,,,,
B&C,8PS21,8.0,,,8.0,5.4,0.5,12.6,220,23.0,,,14.0,73.0,4.2,0.36,0.33,,5.0,400,94.0,,,
B&C,AMX250,,,,,,,,,,,,,,,,,,,,,,,
B&C,DCM414,,1.4,152,8.0,,0.28,,,,,,,,,,,,,110,112,300.0,300.0,https://www.bcspeakers.com/en/products/hf-driver/1.4/8/DCM414
B&C,DCM414,,1.4,152,16.0,,0.28,,,,,,,,,,,,,110,113.7,300.0,300.0,https://www.bcspeakers.com/en/products/hf-driver/1.4/16/DCM414
B&C,DCM420,,2.0,152,8.0,,0.28,,,,,,,,,,,,,110,112,300.0,300.0,https://www.bcspeakers.com/en/products/hf-driver/2/8/DCM420
B&C,DCM420,,2.0,152,16.0,,0.28,,,,,,,,,,,,,110,113.7,300.0,300.0,https://www.bcspeakers.com/en/products/hf-driver/2/16/DCM420
B&C,DCM50,,2.0,152.0,8.0,,0.18,,,,,,,,,,,,,80.0,108.5,400.0,400.0,
B&C,DE10,,1.0,90,8.0,,0.1,,,,,,,,,,,,,20,107,2500.0,1500.0,https://www.bcspeakers.com/en/products/hf-driver/1/8/DE10
B&C,DE1000,,1.5,154.0,8.0,,0.18,,,,,,,,,,,,,140.0,109.0,1000.0,1000.0,
B&C,DE1050,,2.0,154.0,8.0,,0.18,,,,,,,,,,,,,140.0,109.0,800.0,500000.0,
B&C,DE1080TN,,1.5,154,8.0,,0.18,,,,,,,,,,,,,140,109,1000.0,500.0,https://www.bcspeakers.com/en/products/hf-driver/1.5/8/DE1080TN
B&C,DE1080TN,,1.5,154,16.0,,0.18,,,,,,,,,,,,,140,109,1000.0,500.0,https://www.bcspeakers.com/en/products/hf-driver/1.5/16/DE1080TN
B&C,DE1085TN,,2.0,154,8.0,,0.18,,,,,,,,,,,,,140,109,800.0,500.0,https://www.bcspeakers.com/en/products/hf-driver/2/8/DE1085TN
B&C,DE1085TN,,2.0,154,16.0,,0.18,,,,,,,,,,,,,140,108,800.0,500.0,https://www.bcspeakers.com/en/products/hf-driver/2/16/DE1085TN
B&C,DE1090TN,,1.4,127,8.0,,0.18,,,,,,,,,,,,,120,108,800.0,500.0,https://www.bcspeakers.com/en/products/hf-driver/1.4/8/DE1090TN
B&C,DE1090TN,,1.4,127,16.0,,0.18,,,,,,,,,,,,,120,109,800.0,500.0,https://www.bcspeakers.com/en/products/hf-driver/1.4/16/DE1090TN
B&C,DE1095TN,,2.0,127,8.0,,0.18,,,,,,,,,,,,,120,108,800.0,500.0,https://www.bcspeakers.com/en/products/hf-driver/2/8/DE1095TN
B&C,DE110,,1.0,60,8.0,,0.14,,,,,,,,,,,,,25,106,2000.0,2000.0,https://www.bcspeakers.com/en/products/hf-driver/1/8/DE110
B&C,DE110,,1.0,60,16.0,,0.14,,,,,,,,,,,,,25,107,2000.0,2000.0,https://www.bcspeakers.com/en/products/hf-driver/1/16/DE110
B&C,DE111,,1.0,60,8.0,,0.14,,,,,,,,,,,,,25,107,1200.0,1000.0,https://www.bcspeakers.com/en/products/hf-driver/1/8/DE111
B&C,DE111,,1.0,60,16.0,,0.14,,,,,,,,,,,,,25,108.5,1200.0,1000.0,https://www.bcspeakers.com/en/products/hf-driver/1/16/DE111
B&C,DE12,,1.0,90,8.0,,0.14,,,,,,,,,,,,,25,106,2200.0,1500.0,https://www.bcspeakers.com/en/products/hf-driver/1/8/DE12
B&C,DE12,,,,16.0,,,,,,,,,,,,,,,,,,,
B&C,DE120,,1.0,71.0,8.0,,0.14,,,,,,,,,,,,,20.0,106.0,2000.0,2000.0,
B&C,DE120TN,,1.0,71.0,8.0,,0.14,,,,,,,,,,,,,30.0,105.5,2000.0,1200.0,
B&C,DE12TC,,1.0,90,8.0,,0.14,,,,,,,,,,,,,30,105,2200.0,2000.0,https://www.bcspeakers.com/en/products/hf-driver/1/8/DE12TC
B&C,DE14,,1.0,90,8.0,,0.14,,,,,,,,,,,,,30,105,2200.0,2000.0,https://www.bcspeakers.com/en/products/hf-driver/1/8/DE14
B&C,DE14,,1.0,90,16.0,,0.14,,,,,,,,,,,,,30,106.5,2200.0,2000.0,https://www.bcspeakers.com/en/products/hf-driver/1/16/DE14
B&C,DE14TN,,1.0,90,8.0,,0.14,,,,,,,,,,,,,30,105,2200.0,1500.0,https://www.bcspeakers.com/en/products/hf-driver/1/8/DE14TN
B&C,DE14TN,,1.0,90,16.0,,0.14,,,,,,,,,,,,,30,105,2200.0,2000.0,https://www.bcspeakers.com/en/products/hf-driver/1/16/DE14TN
B&C,DE16,,,,8.0,,,,,,,,,,,,,,,,,,,
B&C,DE160,,1.0,102,8.0,,0.11,,,,,,,,,,,,,40,107,2000.0,1500.0,https://www.bcspeakers.com/en/products/hf-driver/1/8/DE160
B&C,DE180,,1.0,102,8.0,,0.12,,,,,,,,,,,,,60,106.5,2000.0,1000.0,https://www.bcspeakers.com/en/products/hf-driver/1/8/DE180
B&C,DE200,,1.0,102,8.0,,0.11,,,,,,,,,,,,,50,106,1600.0,1000.0,https://www.bcspeakers.com/en/products/hf-driver/1/8/DE200
B&C,DE200,,1.0,102,16.0,,0.14,,,,,,,,,,,,,50,106,1600.0,1000.0,https://www.bcspeakers.com/en/products/hf-driver/1/16/DE200
B&C,DE25,,,,8.0,,,,,,,,,,,,,,,,,,,
B&C,DE250,,1.0,120,8.0,,0.11,,,,,,,,,,,,,60,108.5,1600.0,1000.0,https://www.bcspeakers.com/en/products/hf-driver/1/8/DE250
B&C,DE250,,,,16.0,,,,,,,,,,,,,,,,,,,
B&C,DE250TN,,1.0,120,8.0,,0.11,,,,,,,,,,,,,60,106,1500.0,1000.0,https://www.bcspeakers.com/en/products/hf-driver/1/8/DE250TN
B&C,DE254TN,,1.4,120,8.0,,0.11,,,,,,,,,,,,,60,106.5,1500.0,1000.0,https://www.bcspeakers.com/en/products/hf-driver/1.4/8/DE254TN
B&C,DE36,,1.0,90,8.0,,0.05,,,,,,,,,,,,,35,107.5,1800.0,1200.0,https://www.bcspeakers.com/en/products/hf-driver/1/8/DE36
B&C,DE36,,1.0,90,16.0,,0.08,,,,,,,,,,,,,35,108,1800.0,1200.0,https://www.bcspeakers.com/en/products/hf-driver/1/16/DE36
B&C,DE360,,1.0,71,8.0,,0.05,,,,,,,,,,,,,35,110,1800.0,1200.0,https://www.bcspeakers.com/en/products/hf-driver/1/8/DE360
B&C,DE360,,1.0,71,16.0,,0.08,,,,,,,,,,,,,35,110,1800.0,1200.0,https://www.bcspeakers.com/en/products/hf-driver/1/16/DE360
B&C,DE38,,1.0,70.0,8.0,,0.05,,,,,,,,,,,,,40.0,107.5,2000.0,2000.0,
B&C,DE400,,1.0,85,8.0,,0.11,,,,,,,,,,,,,50,108.5,1600.0,1000.0,https://www.bcspeakers.com/en/products/hf-driver/1/8/DE400
B&C,DE400,,1.0,85,16.0,,0.11,,,,,,,,,,,,,50,109,1600.0,1000.0,https://www.bcspeakers.com/en/products/hf-driver/1/16/DE400
B&C,DE400TN,,1.0,85,8.0,,0.11,,,,,,,,,,,,,50,106,1500.0,1200.0,https://www.bcspeakers.com/en/products/hf-driver/1/8/DE400TN
B&C,DE400TN,,1.0,85,16.0,,0.11,,,,,,,,,,,,,50,107,1500.0,1200.0,https://www.bcspeakers.com/en/products/hf-driver/1/16/DE400TN
B&C,DE45,,,,8.0,,,,,,,,,,,,,,,,,,,
B&C,DE5,,0.5,62,8.0,,0.1,,,,,,,,,,,,,10,109,2500.0,2000.0,https://www.bcspeakers.com/en/products/hf-driver/0.5/8/DE5
B&C,DE5,,0.5,62,16.0,,0.14,,,,,,,,,,,,,10,109,2500.0,2000.0,https://www.bcspeakers.com/en/products/hf-driver/0.5/16/DE5
B&C,DE500,,1.0,102.0,8.0,,0.11,,,,,,,,,,,,,50.0,107.0,1500.0,1000.0,
B&C,DE500,,1.0,102.0,16.0,,0.14,,,,,,,,,,,,,50.0,108.0,1500.0,1000.0,
B&C,DE502,,1.0,102,8.0,,0.12,,,,,,,,,,,,,50,107,1500.0,1000.0,https://www.bcspeakers.com/en/products/hf-driver/1/8/DE502
B&C,DE502,,1.0,102,16.0,,0.14,,,,,,,,,,,,,50,108,1500.0,1000.0,https://www.bcspeakers.com/en/products/hf-driver/1/16/DE502
B&C,DE52,,1.4,134,8.0,,0.14,,,,,,,,,,,,,70,108,1000.0,1000.0,https://www.bcspeakers.com/en/products/hf-driver/1.4/8/DE52
B&C,DE550,,1.0,92,8.0,,0.14,,,,,,,,,,,,,70,108,1200.0,1000.0,https://www.bcspeakers.com/en/products/hf-driver/1/8/DE550
B&C,DE550,,1.0,92,16.0,,0.14,,,,,,,,,,,,,70,109,1200.0,1000.0,https://www.bcspeakers.com/en/products/hf-driver/1/16/DE550
B&C,DE550TN,,1.0,92,8.0,,0.12,,,,,,,,,,,,,70,108,1200.0,1000.0,https://www.bcspeakers.com/en/products/hf-driver/1/8/DE550TN
B&C,DE550TN,,1.0,92,16.0,,0.14,,,,,,,,,,,,,70,109,1200.0,1000.0,https://www.bcspeakers.com/en/products/hf-driver/1/16/DE550TN
B&C,DE600,,,,8.0,,,,,,,,,,,,,,,,,,,
B&C,DE602,,1.4,145,8.0,,0.15,,,,,,,,,,,,,80,108,1200.0,1000.0,https://www.bcspeakers.com/en/products/hf-driver/1.4/8/DE602
B&C,DE60TN,,1.4,156,8.0,,0.14,,,,,,,,,,,,,110,107,1200.0,1000.0,https://www.bcspeakers.com/en/products/hf-driver/1.4/8/DE60TN
B&C,DE60TN,,1.4,156,16.0,,0.14,,,,,,,,,,,,,110,107.5,1200.0,1000.0,https://www.bcspeakers.com/en/products/hf-driver/1.4/16/DE60TN
B&C,DE610,,1.4,156,8.0,,0.15,,,,,,,,,,,,,80,108,1200.0,1000.0,https://www.bcspeakers.com/en/products/hf-driver/1.4/8/DE610
B&C,DE610,,1.4,156,16.0,,0.15,,,,,,,,,,,,,80,108,1200.0,1000.0,https://www.bcspeakers.com/en/products/hf-driver/1.4/16/DE610
B&C,DE618TN,,1.4,156,8.0,,0.15,,,,,,,,,,,,,80,108,1200.0,1000.0,https://www.bcspeakers.com/en/products/hf-driver/1.4/8/DE618TN
B&C,DE618TN,,1.4,156,16.0,,0.15,,,,,,,,,,,,,80,108.5,1200.0,1000.0,https://www.bcspeakers.com/en/products/hf-driver/1.4/16/DE618TN
B&C,DE620TN,,1.4,115,8.0,,0.15,,,,,,,,,,,,,80,107,1200.0,1000.0,https://www.bcspeakers.com/en/products/hf-driver/1.4/8/DE620TN
B&C,DE640P,,1.4,110,8.0,,0.14,,,,,,,,,,,,,70,109,1200.0,1000.0,https://www.bcspeakers.com/en/products/hf-driver/1.4/8/DE640P
B&C,DE640U,,1.4,110,8.0,,0.14,,,,,,,,,,,,,70,109,1200.0,1000.0,https://www.bcspeakers.com/en/products/hf-driver/1.4/8/DE640U
B&C,DE64TN,,2.0,156,8.0,,0.14,,,,,,,,,,,,,110,107.5,1000.0,1000.0,https://www.bcspeakers.com/en/products/hf-driver/2/8/DE64TN
B&C,DE680TN,,1.4,115,8.0,,0.15,,,,,,,,,,,,,80,108,1200.0,1000.0,https://www.bcspeakers.com/en/products/hf-driver/1.4/8/DE680TN
B&C,DE680TN,,1.4,115,16.0,,0.15,,,,,,,,,,,,,80,108.5,1200.0,1000.0,https://www.bcspeakers.com/en/products/hf-driver/1.4/16/DE680TN
B&C,DE7,,0.75,62,4.0,,0.15,,,,,,,,,,,,,10,107,2500.0,2000.0,https://www.bcspeakers.com/en/products/hf-driver/0.75/4/DE7
B&C,DE7,,0.75,62,8.0,,0.1,,,,,,,,,,,,,10,109,2500.0,2000.0,https://www.bcspeakers.com/en/products/hf-driver/0.75/8/DE7
B&C,DE7,,0.75,62,16.0,,0.16,,,,,,,,,,,,,10,109,2500.0,2000.0,https://www.bcspeakers.com/en/products/hf-driver/0.75/16/DE7
B&C,DE700,,,,8.0,,,,,,,,,,,,,,,,,,,
B&C,DE700TN,,1.5,180.0,8.0,,0.14,,,,,,,,,,,,,110.0,107.5,800.0,1000.0,
B&C,DE750,,,,8.0,,,,,,,,,,,,,,,,,,,
B&C,DE750TN,,2.0,180,8.0,,0.14,,,,,,,,,,,,,110,107.5,800.0,500.0,https://www.bcspeakers.com/en/products/hf-driver/2/8/DE750TN
B&C,DE750TN,,2.0,180,16.0,,0.14,,,,,,,,,,,,,110,109,800.0,500.0,https://www.bcspeakers.com/en/products/hf-driver/2/16/DE750TN
B&C,DE75P,,,,8.0,,,,,,,,,,,,,,,,,,,
B&C,DE75PTN,,,,8.0,,,,,,,,,,,,,,,,,,,
B&C,DE780TN,,1.4,112,8.0,,0.04,,,,,,,,,,,,,110,108,1200.0,500.0,https://www.bcspeakers.com/en/products/hf-driver/1.4/8/DE780TN
B&C,DE780TN,,1.4,112,16.0,,0.22,,,,,,,,,,,,,110,109,1200.0,500.0,https://www.bcspeakers.com/en/products/hf-driver/1.4/16/DE780TN
B&C,DE785TN,,2.0,112,8.0,,0.17,,,,,,,,,,,,,110,107.5,1000.0,500.0,https://www.bcspeakers.com/en/products/hf-driver/2/8/DE785TN
B&C,DE800,,1.4,124,8.0,,0.14,,,,,,,,,,,,,110,108,1200.0,1000.0,https://www.bcspeakers.com/en/products/hf-driver/1.4/8/DE800
B&C,DE82,,1.4,170,8.0,,0.14,,,,,,,,,,,,,80,107,1000.0,500.0,https://www.bcspeakers.com/en/products/hf-driver/1.4/8/DE82
B&C,DE82,,1.4,170,16.0,,0.14,,,,,,,,,,,,,80,108,1000.0,500.0,https://www.bcspeakers.com/en/products/hf-driver/1.4/16/DE82
B&C,DE820TN,,1.4,124.0,8.0,,0.14,,,,,,,,,,,,,110.0,107.0,1200.0,1000.0,
B&C,DE82TN,,1.4,170,8.0,,0.14,,,,,,,,,,,,,110,106.5,1000.0,500.0,https://www.bcspeakers.com/en/products/hf-driver/1.4/8/DE82TN
B&C,DE82TN,,1.4,170,16.0,,0.14,,,,,,,,,,,,,110,108,1000.0,500.0,https://www.bcspeakers.com/en/products/hf-driver/1.4/16/DE82TN
B&C,DE85,,,,8.0,,,,,,,,,,,,,,,,,,,
B&C,DE850TN,,2.0,124.0,8.0,,0.14,,,,,,,,,,,,,110.0,108.0,1000.0,1000.0,
B&C,DE85TN,,2.0,170,8.0,,0.14,,,,,,,,,,,,,110,107,1000.0,500.0,https://www.bcspeakers.com/en/products/hf-driver/2/8/DE85TN
B&C,DE880TN,,1.4,124,8.0,,0.1,,,,,,,,,,,,,110,108,1200.0,500.0,https://www.bcspeakers.com/en/products/hf-driver/1.4/8/DE880TN
