Brand,Model,Size_in,Throat_in,Diameter_mm,Z_ohm,Re_ohm,Le_mH,Bl_Tm,Sd_cm2,Mms_g,Mmd_g,Cms_mm_per_N,Vas_L,Fs_Hz,Qms,Qes,Qts,Rms_kg_per_s,Xmax_mm,Power_W,Sensitivity_dB,XO_min_Hz,Freq_low_Hz,Source_URL
Faital Pro,10FH500,,,,4.0,,,,,,,,,,,,,,,,,,,
Faital Pro,10FH500,10.0,,,8.0,5.1,0.85,17.9,351.0,47.0,,,25.8,60.0,3.3,0.28,0.26,,7.5,500.0,96.0,,,
Faital Pro,10FH500,,,,16.0,,,,,,,,,,,,,,,,,,,
Faital Pro,10FH520,10.0,,,8.0,5.1,0.9,18.0,347.0,50.3,,,23.5,60.0,11.1,0.3,0.29,,7.25,600.0,97.0,,,
Faital Pro,10FH520,,,,16.0,,,,,,,,,,,,,,,,,,,
Faital Pro,10FH530,9.84,,,8.0,5.1,0.8,19.5,347.0,50.3,,,23.5,60,12.4,0.25,0.25,,7.5,500,97,,,
Faital Pro,10FH530,,,,16.0,,,,,,,,,,,,,,,,,,,
Faital Pro,10HP1020,9.84,,,8.0,5.5,0.85,24.5,345.0,72.5,,,16.1,60,6.5,0.25,0.24,,9.0,700,96,,,
Faital Pro,10HX240,,,,8.0,,,,,,,,,,,,,,,,,,,
Faital Pro,10PR300,,,,4.0,,,,,,,,,,,,,,,,,,,
Faital Pro,10PR300,10.0,,,8.0,5.4,0.6,14.1,348.0,28.2,,,42.2,60.0,5.8,0.29,0.28,,4.92,300.0,98.0,,,
Faital Pro,10PR300,,,,16.0,,,,,,,,,,,,,,,,,,,
Faital Pro,10PR310,,,,4.0,,,,,,,,,,,,,,,,,,,
Faital Pro,10PR310,10.0,,,8.0,5.4,0.64,14.4,348.0,36.9,,,32.2,60.0,5.7,0.36,0.34,,4.92,300.0,98.0,,,
Faital Pro,10PR310,,,,16.0,,,,,,,,,,,,,,,,,,,
Faital Pro,10PR320,10.0,,,8.0,5.3,0.57,13.5,347.0,35.0,,,52.7,48.0,4.6,0.31,0.29,,7.37,300.0,96.0,,,
Faital Pro,10PR330,10.0,,,8.0,5.3,0.64,14.3,348.0,36.5,,,32.5,60.0,4.6,0.36,0.33,,7.37,300.0,96.0,,,
Faital Pro,10PR410,10.0,,,8.0,5.4,0.6,18.5,345.0,36.5,,,32.0,60.0,10.5,0.23,0.23,,4.5,300.0,99.0,,,
Faital Pro,10PR410-8-alt,,,,,,,,,,,,,,,,,,,,,,,
Faital Pro,10RS330,,,,8.0,,,,,,,,,,,,,,,,,,,
Faital Pro,10RS330,,,,16.0,,,,,,,,,,,,,,,,,,,
Faital Pro,10RS350,,,,4.0,,,,,,,,,,,,,,,,,,,
Faital Pro,10RS350,9.84,,,8.0,5.3,0.95,14.0,344.0,59.0,,,44.3,40,5.2,0.4,0.37,,7.37,300,91,,,
Faital Pro,10RS430,9.84,,,8.0,6.8,0.78,18.0,344.0,69.0,,,59.2,32,10.0,0.29,0.28,,13.57,400,91,,,
Faital Pro,12FE300,12.0,,,4.0,3.1,0.55,10.9,543,58.0,,,81.4,47,13.2,0.45,0.44,,5.47,250,95,,,
Faital Pro,12FE300,12.0,,,8.0,5.1,0.8,12.5,543.0,56.4,,,83.7,47.0,15.5,0.53,0.51,,5.07,250.0,97.0,,,
Faital Pro,12FE330,12.0,,,8.0,5.3,1.1,13.0,579.0,74.2,,,146.7,33.0,7.0,0.48,0.45,,8.32,250.0,94.0,,,
Faital Pro,12FE330-8-alt,,,,,,,,,,,,,,,,,,,,,,,
Faital Pro,12FE400,12.0,,,4.0,3.3,0.44,10.2,549,51.0,,,69.1,55,6.6,0.56,0.52,,5.42,200,95,,,
Faital Pro,12FE400,12.0,,,8.0,5.0,0.75,11.5,549.0,47.9,,,73.6,55.0,6.6,0.63,0.57,,5.42,200.0,97.0,,,
Faital Pro,12FH500,12.0,,,4.0,3.3,0.63,15.5,529,60.9,,,80.3,45,9.09,0.23,0.22,,7.25,500,97,,,
Faital Pro,12FH500,12.0,,,8.0,5.1,0.83,17.5,529.0,56.0,,,87.3,45.0,6.9,0.26,0.25,,7.5,500.0,97.0,,,
Faital Pro,12FH500,12.0,,,16.0,12.8,1.2,23.8,529,55.5,,,77.4,48,11,0.38,0.37,,7.25,500,96,,,
Faital Pro,12FH510,12.0,,,4.0,3.3,0.8,16.3,533,66.0,,,75.2,45,7.9,0.26,0.25,,7.50,500,97,,,
Faital Pro,12FH510,12.0,,,8.0,5.1,0.9,18.9,533,61.0,,,81.3,45,10.9,0.25,0.24,,7.50,500,98,,,
Faital Pro,12FH520,12.0,,,4.0,3.3,0.71,15.3,540,63.0,,,65.5,50,6.32,0.28,0.27,,7.00,600,97,,,
Faital Pro,12FH520,12.0,,,8.0,5.1,0.74,17.3,540.0,56.0,,,73.7,50.0,11.1,0.3,0.29,,7.25,600.0,98.0,,,
Faital Pro,12FH520,12.0,,,16.0,12.8,1.6,23.5,540,60.5,,,56.4,55,17,0.48,0.47,,7.00,600,97,,,
Faital Pro,12FH530,12.0,,,8.0,5.1,0.8,18.9,533,67.0,,,74.1,45,6.4,0.27,0.26,,7.50,500,98,,,
Faital Pro,12FH530,12.0,,,16.0,12.8,1.5,24.1,533,65.6,,,75.6,45,9.1,0.41,0.39,,7.50,500,97,,,
Faital Pro,12FX600,12.0,,,8.0,5.3,1.34,25.3,538,100,,,44.4,48,6.88,0.25,0.24,,9.90,700,97,,,
Faital Pro,12HP1010,12.0,,,8.0,5.5,1.33,19.8,531,87.2,,,56.5,45,9.4,0.35,0.34,,9.25,700,96,,,
Faital Pro,12HP1020,12.0,,,8.0,5.5,1.1,24.3,533,86.0,,,38.6,55,9.4,0.28,0.27,,9.00,700,97,,,
Faital Pro,12HP1030,12.0,,,4.0,2.9,0.96,20.5,518,141.0,,,33.2,45,9.4,0.28,0.27,,12.45,1000,94,,,
Faital Pro,12HP1030,12.0,,,8.0,5,1.35,24.3,518,130.5,,,35.9,45,13.8,0.31,0.30,,12.45,1000,95,,,
Faital Pro,12HP1060,12.0,,,4.0,2.9,1.13,20.7,518,138.7,,,33.8,45,12.1,0.26,0.25,,12.45,1000,95,,,
Faital Pro,12HP1060,12.0,,,8.0,5,1.38,24.8,518,126.9,,,36.9,45,12.1,0.29,0.28,,12.45,1000,95,,,
Faital Pro,12HX230,,,,8.0,,,,,,,,,,,,,,,,,,,
Faital Pro,12HX240,12,,,8.0,5.3,0.45,16,539,53.6,,,61.1,56,11.30,0.38,0.37,,7.4,250,105.7,,,
Faital Pro,12HX500,,,,8.0,,,,,,,,,,,,,,,,,,,
Faital Pro,12PR300,12.0,,,4.0,3.3,0.46,11.8,533,54.4,,,73.9,50,19.4,0.42,0.41,,4.92,300,97,,,
Faital Pro,12PR300,12.0,,,8.0,5.4,0.42,14.1,533.0,43.4,,,92.6,50.0,9.9,0.37,0.36,,4.92,300.0,99.0,,,
Faital Pro,12PR300,12.0,,,16.0,12.1,0.98,17.5,533,44.8,,,89.7,50,4.8,0.55,0.49,,4.92,300,97,,,
Faital Pro,12PR310,12.0,,,4.0,3.3,0.44,11.2,533,52,,,77.3,50,13.6,0.43,0.42,,4.92,300,98,,,
Faital Pro,12PR310,12.0,,,8.0,5.4,0.61,14.4,533.0,46.9,,,73.5,54.0,11.6,0.41,0.4,,4.92,300.0,99.0,,,
Faital Pro,12PR310,12.0,,,16.0,12.1,0.98,17.3,533,51,,,65.1,55,12.2,0.7,0.67,,4.92,300,98,,,
Faital Pro,12PR320,12.0,,,8.0,5.3,0.67,13.5,539.0,51.4,,,113.3,42.0,7.8,0.39,0.37,,7.37,300.0,97.0,,,
Faital Pro,12PR320,12.0,,,16.0,11.3,0.96,17.3,539,52.5,,,96.7,45,7.6,0.56,0.52,,7.27,300,96,,,
Faital Pro,12PR330,12.0,,,8.0,5.3,0.76,14.2,533.0,50.8,,,79.1,50.0,10.9,0.42,0.4,,7.37,300.0,98.0,,,
Faital Pro,12PR330,12.0,,,16.0,11.3,1.34,18.5,533,48.7,,,76.3,52,5.8,0.53,0.49,,7.27,300,97,,,
Faital Pro,12RS1066,12.0,,,8.0,5,1.35,24.8,496,156.5,,,31.5,42,13.9,0.34,0.33,,12.45,1000,93,,,
Faital Pro,12RS1066,12.0,,,16.0,12,2.5,33.5,496,151.5,,,28.4,45,11.2,0.46,0.44,,12.45,1000,92,,,
Faital Pro,12RS430,12.0,,,8.0,6.8,0.78,18,552,91.3,,,131.2,30,10.0,0.36,0.35,,13.57,400,93,,,
Faital Pro,12RS550,12.0,,,8.0,5.1,1.5,20.5,528.0,123.0,,,45.4,42.0,6.9,0.39,0.37,,9.25,500.0,93.0,,,
Faital Pro,12XL1200,12.0,,,8.0,5,1.3,23.6,518,152,,,25.0,50,14.8,0.43,0.42,,12.45,1400,93,,,
Faital Pro,15FH500,15.0,,,4.0,3.3,1.02,16.2,847,111.2,,,209.5,33,8.5,0.29,0.28,,9.45,500,97,,,
Faital Pro,15FH500,15.0,,,8.0,5.1,1.3,19.2,847.0,104.0,,,199.2,35.0,10.4,0.32,0.31,,9.25,500.0,98.0,,,
Faital Pro,15FH500,15.0,,,16.0,12.7,2,23.8,847,95.4,,,217.1,35,13.2,0.47,0.45,,9.25,500,97,,,
Faital Pro,15FH510,15.0,,,8.0,5.1,1.4,21,847,108.0,,,191.8,35,10.7,0.27,0.26,,9.25,500,98,,,
Faital Pro,15FH520,15.0,,,4.0,2.7,0.68,14.3,847,114.7,,,153.2,38,9,0.35,0.34,,9.15,600,97,,,
Faital Pro,15FH520,15.0,,,8.0,5.6,0.89,18.4,847.0,105.0,,,186.5,36.0,10.1,0.41,0.39,,8.75,600.0,98.0,,,
Faital Pro,15FH520,15.0,,,16.0,12.7,1.7,23.5,847,107.2,,,134.2,42,13.5,0.65,0.62,,9.00,600,97,,,
Faital Pro,15FH530,15.0,,,8.0,5.1,1.1,20.7,864,123.5,,,140.6,39,8.9,0.36,0.35,,9.25,500,97,,,
Faital Pro,15FX560,15.0,,,8.0,5.2,0.64,21.5,864,115.0,,,159.0,38,6.8,0.31,0.30,,9.42,700,99,,,
Faital Pro,15FX600,15.0,,,8.0,5,1.26,23.2,864,142.5,,,128.3,38,6.9,0.28,0.27,,11.25,700,98,,,
Faital Pro,15HP1010,15.0,,,8.0,5.3,1.8,22,822,138.9,,,107.5,40,10.0,0.38,0.37,,9.75,700,96,,,
Faital Pro,15HP1020,15.0,,,8.0,5.5,1.2,24.2,822,118.0,,,126.6,40,10.2,0.28,0.27,,9.00,700,98,,,
Faital Pro,15HP1030,15.0,,,4.0,3.97,1,20.5,842,177.5,,,88.3,40,13.4,0.31,0.30,,12.45,1000,96,,,
Faital Pro,15HP1030,15.0,,,8.0,5,1.4,24.3,842,165.0,,,95.0,40,11.8,0.35,0.34,,12.45,1000,96,,,
Faital Pro,15HP1060,15.0,,,4.0,2.9,1.25,20.7,842,205.4,,,76.3,40,10.3,0.35,0.34,,12.45,1000,97,,,
Faital Pro,15HP1060,15.0,,,8.0,5,1.32,24.8,842,156.3,,,100.3,40,11.4,0.32,0.31,,12.45,1000,97,,,
Faital Pro,15HX500,,,,8.0,,,,,,,,,,,,,,,,,,,
Faital Pro,15PR300,15.0,,,8.0,5.4,0.89,15.6,870.0,99.2,,,220.1,35.0,14.0,0.5,0.48,,5.23,300.0,97.0,,,
Faital Pro,15PR400,15.0,,,4.0,3.3,0.6,13.6,857,85.2,,,248.9,35,6.0,0.33,0.31,,5.75,400,99,,,
Faital Pro,15PR400,15.0,,,8.0,5.1,0.72,16.7,857.0,85.2,,,248.9,35.0,6.0,0.34,0.32,,5.75,400.0,99.0,,,
Faital Pro,15PR450,15.0,,,8.0,5.1,0.65,16.6,857.0,90.0,,,235.6,35.0,6.9,0.37,0.35,,6.0,400.0,98.0,,,
Faital Pro,15XL1200,15.0,,,8.0,5,1.34,23.6,841,180.0,,,86.9,40,10.9,0.41,0.40,,12.45,1400,95,,,
Faital Pro,15XL1400,15.0,,,4.0,3,1.25,21.7,841,205.4,,,84.3,38,10.3,0.31,0.30,,12.92,1400,96,,,
Faital Pro,15XL1400,15.0,,,8.0,5.4,1.6,26.7,841,190.0,,,91.2,38,10.4,0.34,0.33,,12.92,1400,96,,,
Faital Pro,15XL2400,15.0,,,8.0,6.3,1.4,36.0,848,218.0,,,113.9,32,15.4,0.21,0.21,,17.67,2200,96,,,
Faital Pro,18FH500,,,,4.0,,,,,,,,,,,,,,,,,,,
Faital Pro,18FH500,18.11,,,8.0,5.1,1.35,19.0,1207.0,137.0,,,417.9,30,12.5,0.36,0.35,,9.25,600,99,,,
Faital Pro,18FH500,,,,16.0,,,,,,,,,,,,,,,,,,,
Faital Pro,18FH510,,,,4.0,,,,,,,,,,,,,,,,,,,
Faital Pro,18FH510,18.11,,,8.0,5.1,1.06,21.0,1207.0,139.0,,,411.9,30,13.6,0.3,0.29,,9.25,600,98,,,
Faital Pro,18FX600,18.11,,,8.0,5.0,1.35,24.5,1213.0,175.0,,,257.3,32,9.8,0.31,0.3,,11.25,700,99,,,
Faital Pro,18FX800,18.11,,,8.0,6.2,1.5,24.0,1213.0,182.3,,,247.0,34,6.8,0.43,0.4,,13.8,1000,96,,,
Faital Pro,18HP1010,,,,4.0,,,,,,,,,,,,,,,,,,,
Faital Pro,18HP1010,18.11,,,8.0,5.3,1.8,22.0,1207.0,175.2,,,240.1,35,7.8,0.42,0.4,,9.75,1000,98,,,
Faital Pro,18HP1022,18.11,,,8.0,5.4,1.75,28.0,1212.0,207.0,,,204.9,35,14.4,0.31,0.3,,9.5,1000,98,,,
Faital Pro,18HP1030,,,,4.0,,,,,,,,,,,,,,,,,,,
Faital Pro,18HP1030,18.11,,,8.0,5.0,1.48,24.3,1212.0,228.6,,,185.5,35,11.6,0.43,0.41,,12.45,1200,98,,,
Faital Pro,18HP1042,18.11,,,8.0,5.5,1.26,24.5,1212.0,187.5,,,191.9,38,10.3,0.43,0.41,,9.0,1000,98,,,
Faital Pro,18HP1060,,,,4.0,,,,,,,,,,,,,,,,,,,
Faital Pro,18HP1060,18.11,,,8.0,5.0,1.26,24.8,1212.0,211.8,,,200.3,35,11.1,0.38,0.37,,12.45,1200,98,,,
Faital Pro,18HW1070,,,,4.0,,,,,,,,,,,,,,,,,,,
Faital Pro,18HW1070,18.11,,,8.0,5.4,1.68,27.0,1212.0,259.0,,,195.9,32,10.0,0.39,0.38,,13.0,1600,97,,,
Faital Pro,18XL1600,,,,4.0,,,,,,,,,,,,,,,,,,,
Faital Pro,18XL1600,18.11,,,8.0,5.4,1.45,26.7,1212.0,240.0,,,211.4,32,9.3,0.37,0.36,,12.92,1600,98,,,
Faital Pro,18XL1700,18.11,,,8.0,5.4,2.36,30.5,1187.0,280.0,,,227.0,28,10.0,0.29,0.28,,16.17,1600,97,,,
Faital Pro,18XL1800,18.11,,,8.0,5.35,2.04,25.4,1187.0,275.0,,,215.5,29,9.9,0.42,0.4,,20.17,1600,95,,,
Faital Pro,18XL2000,18.11,,,8.0,5.3,1.45,30.8,1213.0,286.0,,,232.1,28,10.1,0.28,0.27,,16.32,2000,97,,,
Faital Pro,21XL3000,21.06,,,8.0,5.9,1.25,43.0,1744.0,420.0,,,284.6,30,8.8,0.25,0.25,,17.67,3000,98,,,
Faital Pro,2FE22,2.6,,,8.0,6.5,0.15,5.2,20.1,2.0,,,0.5,125,3.1,0.43,0.38,,2.9,25,89,,,
Faital Pro,2FE24,2.6,,,8.0,6.5,0.11,3.5,20.1,1.9,,,0.3,170,4.1,1.22,0.94,,1.75,20,85,,,
Faital Pro,3FE22,4.0,,,4.0,3.3,0.10,3.7,33,2.4,,,1.3,110,3.6,0.40,0.36,,1.73,20,91,,,
Faital Pro,3FE22,3.0,,,8.0,6.2,0.15,4.5,33.0,2.5,,,1.3,110.0,5.0,0.52,0.47,,1.83,20.0,91.0,,,
Faital Pro,3FE22,4.0,,,16.0,12.3,0.1,5.5,33,2.3,,,1.4,110,4.6,0.64,0.56,,1.83,20,91,,,
Faital Pro,3FE25,4.0,,,4.0,3.3,0.04,3,33,2.4,,,1.3,110,3.9,0.60,0.52,,1.73,20,91,,,
Faital Pro,3FE25,4.0,,,8.0,6.2,0.07,3.6,33,2.4,,,1.3,110,4.1,0.79,0.66,,1.83,20,91,,,
Faital Pro,3FE25,4.0,,,16.0,12.3,0.1,4.5,33,2.4,,,1.3,110,4.9,1.0,0.83,,1.83,20,90,,,
Faital Pro,3FE26,4.0,,,8.0,6.2,0.12,3.3,33,1.9,,,0.9,150,2.8,1.10,0.79,,2.00,20,90,,,
Faital Pro,3FE26,4.0,,,16.0,12.3,0.18,3.9,33,1.9,,,0.9,150,3.49,1.56,1.08,,2.00,20,90,,,
Faital Pro,4FE32,4.0,,,4.0,3.3,0.11,3.7,51.9,3.8,,,2.5,100,3.5,0.62,0.53,,1.73,30,91,,,
Faital Pro,4FE32,4.0,,,8.0,6.5,0.18,4.8,51.9,4.2,,,2.3,100.0,4.9,0.7,0.61,,2.73,30.0,91.0,,,
Faital Pro,4FE32,4.0,,,16.0,12.3,0.25,5.5,51.9,4,,,2.4,100,3.8,1.02,0.81,,1.83,30,91,,,
Faital Pro,4FE35,4.0,,,4.0,3.3,0.04,3,51.9,3.9,,,2.4,100,3.9,0.90,0.73,,1.73,30,91,,,
Faital Pro,4FE35,4.0,,,8.0,6.5,0.1,3.9,51.9,3.9,,,2.4,100,4.2,1.04,0.83,,2.73,30,91,,,
Faital Pro,4FE35,4.0,,,16.0,12.3,0.1,4.3,51.9,4.2,,,2.3,100,3.8,1.67,1.16,,1.83,30,91,,,
Faital Pro,4FE42,4.0,,,4.0,3.5,0.05,5.4,50.9,4.3,,,1.8,110,6.6,0.4,0.38,,2.83,40,93,,,
Faital Pro,4FE42,4.0,,,8.0,5.4,0.07,6,50.9,4.0,,,1.9,110,8.0,0.50,0.47,,2.83,40,94,,,
Faital Pro,4FE44,4.0,,,8.0,4.7,0.16,7.2,51.5,3.9,,,1.1,150.0,5.23,0.35,0.33,,1.67,40.0,97.0,,,
Faital Pro,5FE100,5.0,,,4.0,3.1,0.45,6,84,9.8,,,6.1,65,8.6,0.35,0.33,,5.20,80,87,,,
Faital Pro,5FE100,5.0,,,8.0,5.4,0.53,6.9,84.0,10.5,,,5.7,65.0,8.2,0.48,0.45,,5.25,80.0,88.0,,,
Faital Pro,5FE105,5.0,,,8.0,5.4,0.53,6.9,84,10.5,,,5.7,65,8.2,0.48,0.45,,5.25,80,88,,,
Faital Pro,5FE120,5.0,,,4.0,3.1,0.33,5.9,79.8,10.9,,,5.0,65,8.2,0.4,0.38,,5.2,80,88,,,
Faital Pro,5FE120,5.0,,,8.0,5.4,0.41,6.9,84.0,11.0,,,5.4,65.0,7.4,0.51,0.48,,5.25,80.0,88.0,,,
Faital Pro,5FE120,5.0,,,16.0,11.8,0.76,9,84.3,9.0,,,6.6,65,8.6,0.54,0.51,,5.25,80,89,,,
Faital Pro,5FE125,5.0,,,8.0,5.4,0.41,6.9,84,11.0,,,5.4,65,7.4,0.51,0.48,,5.25,80,88,,,
Faital Pro,5HX140,,,,8.0,,,,,,,,,,,,,,,,,,,
Faital Pro,5HX220,,,,,,,,,,,,,,,,,,,,,,,
Faital Pro,5PR120,5.0,,,8.0,5,0.17,10,102.2,8.5,,,4.2,100,8.0,0.28,0.27,,3.10,100,100,,,
Faital Pro,5PR160,5.0,,,8.0,6.1,0.3,9.6,85.2,8.5,,,3.7,90.0,4.4,0.33,0.31,,5.1,120.0,92.0,,,
Faital Pro,6FE100,6.0,,,8.0,5.4,0.5,6.8,149.0,14.0,,,15.1,61.0,6.0,0.6,0.55,,5.25,100.0,91.0,,,
Faital Pro,6FE125,6.0,,,8.0,5.4,0.5,6.8,149,14.0,,,15.1,61,6.0,0.60,0.55,,5.25,100,91,,,
Faital Pro,6FE200,6.0,,,4.0,3,0.20,7,131,9.7,,,4.3,120,6.2,0.45,0.42,,4.62,130,95,,,
Faital Pro,6FE200,6.0,,,8.0,5.9,0.4,8.2,131.0,11.5,,,3.6,120.0,6.2,0.75,0.67,,4.67,130.0,95.0,,,
Faital Pro,6FE200,6.0,,,16.0,12,0.65,11.4,131,9.9,,,4.2,120,10.8,0.7,0.66,,4.17,130,95,,,
Faital Pro,6FE300,6.0,,,4.0,3,0.26,8.33,138,16.0,,,4.4,98,9.8,0.43,0.41,,3.90,175,92,,,
Faital Pro,6FE300,6.0,,,8.0,5.3,0.4,10,138,14.2,,,4.7,100,10.5,0.48,0.46,,3.90,175,94,,,
Faital Pro,6FE400,6.0,,,4.0,3.4,0.42,8.8,141,14.2,,,4.9,100,3.8,0.39,0.36,,4.87,200,93,,,
Faital Pro,6FE400,6.0,,,8.0,5.0,0.42,10.5,141.0,14.0,,,5.0,100.0,3.7,0.4,0.36,,4.77,200.0,94.0,,,
Faital Pro,6FE400,6.0,,,16.0,12.0,0.42,13,141,12.9,,,5.5,100,3.7,0.57,0.50,,4.77,200,94,,,
Faital Pro,6HX150,,,,8.0,,,,,,,,,,,,,,,,,,,
Faital Pro,6PR110,6.0,,,8.0,6.0,0.22,8.5,137.0,12.0,,,5.6,100.0,4.2,0.6,0.53,,2.75,150.0,96.0,,,
Faital Pro,6PR122,6.0,,,8.0,6.0,0.15,10.5,137.3,11.7,,,4.7,110.0,3.3,0.44,0.39,,2.75,120.0,97.0,,,
Faital Pro,6PR130,6.0,,,8.0,5.2,0.17,11.4,147.95,12.0,,,4.2,175,3.1,0.57,0.48,,4.60,200,101,,,
Faital Pro,6PR150,6.0,,,8.0,5.5,0.28,11.6,137.0,13.5,,,4.9,100.0,8.8,0.35,0.34,,2.65,150.0,102.6,,,
Faital Pro,6PR160,6.0,,,8.0,5.9,0.28,11,130,12.5,,,5.9,90,6.6,0.35,0.33,,5.00,120,95,,,
Faital Pro,6RS140,6.0,,,8.0,5.3,0.28,11.0,133.0,16.0,,,9.3,65.0,5.8,0.28,0.27,,5.6,200.0,93.0,,,
Faital Pro,6RS140,6.0,,,16.0,12.6,0.34,14.2,133,15.0,,,9.9,65,6.0,0.38,0.36,,5.50,200,92,,,
Faital Pro,8FE200,,,,4.0,,,,,,,,,,,,,,,,,,,
Faital Pro,8FE200,8.0,,,8.0,5.9,0.44,8.2,209.0,15.0,,,16.1,80.0,13.0,0.66,0.63,,4.67,130.0,95.0,,,
Faital Pro,8FE300,,,,4.0,,,,,,,,,,,,,,,,,,,
Faital Pro,8FE300,8.0,,,8.0,5.8,0.55,11.3,223.0,22.9,,,15.7,70.0,13.4,0.46,0.44,,5.52,250.0,95.0,,,
Faital Pro,8FE400,8.0,,,8.0,5.0,0.44,10.5,233.0,20.5,,,9.4,100.0,5.3,0.58,0.53,,4.77,200.0,96.0,,,
Faital Pro,8HX150,,,,8.0,,,,,,,,,,,,,,,,,,,
Faital Pro,8HX200,,,,8.0,,,,,,,,,,,,,,,,,,,
Faital Pro,8HX230,,,,8.0,,,,,,,,,,,,,,,,,,,
Faital Pro,8HX240,,,,8.0,,,,,,,,,,,,,,,,,,,
Faital Pro,8PR150,7.87,,,8.0,5.8,0.2,10.4,233.9,21.2,,,16.2,75,4.4,0.54,0.48,,5.0,250,94,,,
Faital Pro,8PR155,7.87,,,8.0,5.3,0.41,13.4,217.0,24.5,,,9.4,85,8.8,0.39,0.37,,3.57,200,97,,,
Faital Pro,8PR200,7.87,,,8.0,5.1,0.55,11.5,209.0,27.2,,,16.9,58,9.4,0.38,0.37,,8.15,200,95,,,
Faital Pro,8PR200,,,,16.0,,,,,,,,,,,,,,,,,,,
Faital Pro,8PR210,8.0,,,8.0,5.7,0.46,13.5,216.0,25.3,,,15.4,65.0,3.1,0.32,0.29,,6.92,200.0,95.0,,,
Faital Pro,8PR210,,,,16.0,,,,,,,,,,,,,,,,,,,
Faital Pro,8PR320,7.87,,,8.0,5.4,0.52,12.9,223.0,31.7,,,13.1,65,8.2,0.43,0.41,,7.33,300,95,,,
Faital Pro,8RS250,7.87,,,8.0,5.7,0.35,13.5,223.0,30.6,,,18.3,56,5.7,0.34,0.32,,6.92,200,93,,,
Faital Pro,8RS340,7.87,,,8.0,5.3,0.64,13.0,227.8,40.8,,,25.5,42,6.6,0.36,0.34,,7.33,300,91,,,
Faital Pro,8RS350,7.87,,,8.0,5.3,0.6,13.9,226.0,43.3,,,23.7,42,6.9,0.31,0.3,,7.37,300,90,,,
Faital Pro,FD371,,,115.2,8.0,5.5,,,,,,,,,,,,,,35,107,2600.0,2600.0,
Faital Pro,FD375,,,115.2,8.0,5.5,,,,,,,,,,,,,,35,107,2600.0,2600.0,
Faital Pro,HF100,,1.0,108,8.0,6.0,,,,,,,,,,,,,,30,108,2000.0,1500.0,
Faital Pro,HF1000,,1.0,90,8.0,5.5,,,,,,,,,,,,,,70,110,1300.0,1000.0,
Faital Pro,HF1000T,,1.0,90,8.0,5.5,,,,,,,,,,,,,,70,108,1200.0,1000.0,
Faital Pro,HF1006,,1.0,87,8.0,5.4,,,,,,,,,,,,,,60,110,1000.0,1000.0,
Faital Pro,HF102,,1.0,91,8.0,6.0,,,,,,,,,,,,,,30,107,2600.0,1800.0,
Faital Pro,HF103,,1.0,100,8.0,5.8,,,,,,,,,,,,,,60,107,1300.0,1000.0,
Faital Pro,HF103,,,,16.0,,,,,,,,,,,,,,,,,,,
Faital Pro,HF104,,1.0,91,8.0,5.5,,,,,,,,,,,,,,40,108,1700.0,1500.0,
Faital Pro,HF104,,,,16.0,,,,,,,,,,,,,,,,,,,
Faital Pro,HF105,,1.0,91,8.0,5.5,,,,,,,,,,,,,,40,107,1700.0,1400.0,
Faital Pro,HF105,,,,16.0,,,,,,,,,,,,,,,,,,,
Faital Pro,HF106,,1.0,95.7,8.0,5.4,,,,,,,,,,,,,,60,110,1300.0,1300.0,
Faital Pro,HF107,,1.0,121,8.0,5.4,,,,,,,,,,,,,,70,109,1300.0,1300.0,
Faital Pro,HF108,,1.0,87,8.0,5.8,,,,,,,,,,,,,,60,109,1300.0,1000.0,
Faital Pro,HF108,,,,16.0,,,,,,,,,,,,,,,,,,,
Faital Pro,HF108R,,1.0,87,8.0,5.8,,,,,,,,,,,,,,60,109,1300.0,1000.0,
Faital Pro,HF108R,,,,16.0,,,,,,,,,,,,,,,,,,,
Faital Pro,HF109,,10.0,121,8.0,5.8,,,,,,,,,,,,,,60,108,1300.0,1000.0,
Faital Pro,HF109,,,,16.0,,,,,,,,,,,,,,,,,,,
Faital Pro,HF10AK,,1.0,102,8.0,5.8,,,,,,,,,,,,,,60,110,1300.0,800.0,
Faital Pro,HF10AK,,,,16.0,,,,,,,,,,,,,,,,,,,
Faital Pro,HF110,,1.0,72,8.0,5.5,,,,,,,,,,,,,,40,110,2000.0,2000.0,
Faital Pro,HF111,,1.0,90,8.0,5.5,,,,,,,,,,,,,,40,107,2000.0,2000.0,
Faital Pro,HF140,,1.4,130.5,8.0,5.6,,,,,,,,,,,,,,70,109,900.0,500.0,
Faital Pro,HF1400,,1.4,130.5,8.0,5.6,,,,,,,,,,,,,,100,110,900.0,500.0,
Faital Pro,HF141,,1.4,170,8.0,5.6,,,,,,,,,,,,,,100,109,900.0,500.0,
Faital Pro,HF141,,,,16.0,,,,,,,,,,,,,,,,,,,
Faital Pro,HF142,,1.4,115,8.0,6.7,,,,,,,,,,,,,,80,110,900.0,700.0,
Faital Pro,HF142,,,,16.0,,,,,,,,,,,,,,,,,,,
Faital Pro,HF143,,1.4,156,8.0,5.6,,,,,,,,,,,,,,100,108,900.0,500.0,
Faital Pro,HF143,,,,16.0,,,,,,,,,,,,,,,,,,,
Faital Pro,HF144,,1.4,123,8.0,5.5,,,,,,,,,,,,,,80,109,900.0,700.0,
